Name,Stars,Reviewed_Country,Date,Verified,HelpfulVotes,Title,Review
Ankur Gupta,1,India,12-10-2019,FALSE,2,Product reliability,I have ordered Amazon Echo dot 3rd Generation but there is nothing mentioned on the box or packing whether it is a normal Echo dot or 3rd Generation with upgraded features. Today I saw a deal on Amazon app where the same echo dot along with free Smart bulb is delivering with less price so I have doubt related with product reliability now.
HBR,2,India,18-10-2019,FALSE,0,"Not that great, voice recognition is very poor, feels like a toy for children","don't expect that it will work like you see on TV adds, it works for very few basic things, if you manage to get it for Rs.1500 then only its price is justifiable otherwise not."
Sovon,4,India,28-01-2021,FALSE,0,Worth it,"Overall this is a good speaker, sound quality is really awesome as i have used JBL so i can say that the sound is as good as JBL. But Alexa is not polished in hindi, for alarm , reminder and music playing this is a great device at all and as well as Alexa is doing good with smart home devices.And one more thing wait for a sale then buy it."
Amazon Customer,5,India,08-01-2020,FALSE,0,Amazing,"The product is very good and compatible with almost anything.i ve connected my bedroom moodlighting wth alexa and i can turn on\off, change colors.And i can control many other devices and the audio quality i really good."
Guhapriyan Thanikachalam,5,India,25-07-2019,FALSE,0,Great product with Amazing options,The product is very easy to use. Even my 7 year old son is able to use it well without any difficulty. I was able to pair our night lamp with this. My son is having a good time with it. Will update more after using it for more time.
Ravindra bagul,5,India,07-05-2019,FALSE,0,Great,"It's worth buying amazon echo dot 3rd generation .Am in live with alexa.It's wonderful product, great sound quality, connectivity is okay, having trouble in connection but it's ok.Mic is very goodResponse time very great.Accuracy is about 80%.It's worth using smart speaker, but m not sure how log it's gonna pkay"
Shubhankar Anuragi,5,India,23-10-2019,FALSE,1,Can be much better. Edit : They made it better.,"Working fine.Sound Quality : 7/10Bluetooth Connectivity: 8/10Integrations : 9/10Overall 8/10Ps:Add Spotify to music apps please, I dont want to play from Gaana and other apps.. I prefer Spotify.Edit: They added spotify long back, I couldn't update this review. Big ups to the echo team for frequent updates!"
nkmittal,5,India,18-07-2019,FALSE,0,Not connected with syska smart home,First of all good but when it comes to skills I am very disappointedI shows syska Smart home app can be linked thru Skilled but in skill no syska available!!!! I bought syska LED as a package but anable to use
Suhas Jalgaonkar,5,India,24-11-2018,FALSE,0,Great Sound & very handy.,This little speaker really produces very good sound. Perfect for personal as well as small family gathering. It has an Audio out which can be connected to outside speaker system or use bluetooth to listen to music from your mobile. Above all it has all the powers of Amazon Music.
Elina Sanyal,2,India,22-11-2020,FALSE,0,Alexa is Okay. Music is Bull**** . Screw Alexa when you have Siri,"Alexa is decent when it comes to communication. However, the speaker is faulty when played at louder volumes. It’s shaky and unclear and most song lyrics almost sound muffled up. Very disappointing for music lovers who prefer clear sounds. Music quality differs from genre to genre sucking bigtime when it comes to playing Edm and commercial club music. You will want to cry it’s that bad."
Shiva,5,India,05-12-2021,FALSE,0,Intelligence,"Awesome product.Interaction: 5/5Sound quality: 5/5Size:5/5It’s great it works like Bluetooth speaker when wifi not available, but it’s not. :( this made some disappointment.But overall impressive product."
Shrinidhi,1,India,31-12-2019,FALSE,2,Please don't buy...,If you are a true Indian don't buy this product... This is no way configured or supported for Indian languages... If you want to play Hindi or regional language songs it doesn't recognize and starts playing some random international songs... Very very irritating...I am sure Google device is much better for Indians...
Mohit Kumar Verma,5,India,27-08-2019,FALSE,0,"Worth every penny, works flawlessly","I always wanted to buy Amazon Echo and was waiting the best deal to opt. Bingo, I finally got it at 2499 + WiFi Syska bulb. Though, it need hell lots of integration to make it work properly but the overall experience is going awesome."
Customer,5,India,04-03-2019,FALSE,0,Worth of waiting 45 Days,"Its a device of technology , i waited for 45 days to get this device , but when used it , yep , its worth to wait for this , sound is awesom , mic hears from a distance even in crowd sound , features and skills are numerous and endlessShe is going to do whatever you ask and is possible for this device to doDon't wait , Go On!!!"
Shanthalakshmi S Rao,3,India,06-10-2021,FALSE,2,one.,There Is NO battery Backup is most discouraging . Device need to be paired every time when power goes off. This is an added disadvantage.
Pramesh Kumar Darsena,5,India,04-10-2019,FALSE,0,Good product.,Good quality product.Good sound quality. Not compared with jbl or sony speakers but better than boat.Well it's not just a bluetooth speaker its smart.Alexa is very interactive it takes a bit time to update skills in alexa and then you can have alot of fun. It also has a aux output port you can connect any sound system for better sound.
Guru,5,India,16-10-2019,FALSE,0,Like it!,"Routine task is I like most about echo dot. I set up some key needs in routine task. Everything from reminder to playing music, skills are I am enjoying with. But it tried initially to recognize my voice and failed. Later it denies to take up the test to recognize my voice is the only thing I am disappointed with. So, I cannot pay via Alexa when I order over it. Other than that, it is another companion."
Amazon Customer,4,India,26-10-2019,FALSE,0,Overall good quality product as a smart speaker.,A lot of improvement needs to be done as Alexa didn't understand most of the common commands. It will be really excellent if Alexa can understand command in the regional Indian language.
Kiran N,1,India,20-10-2019,FALSE,2,"Product is good, worst customer care experience, no resolution for discount no","Product is good, but not received instant duscount. Worst customer care, couldn't provide any resolution for my discount after calling repeatedly. So giving one star"
sumit verma,5,India,24-07-2021,FALSE,1,"Alexa, the good assistant.",Alexa is good. It understands the query well now. For conversation mode you need to train Alexa.You can change call sign of Alexa but there are only 4 options available. Bought in 2019 for Rs 1650/-. Now going to buy another on 26/07/2021 for Rs2249/-.
